Publishing house		Activity years		Places	Fill in only if  Palestine		number, address						Relation to table Literary events 					free-text: sources  and links (private)	free-text: sources  and links (public)		any other note (private)
	الدار الوطنية للطباعة والنشر	1996		Qalqilya		Palestine		00 970 0942111								عواد, ناصيف			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	الدار الوطنية للترجمة والطباعة والنشر والتوزيع			Nablus		Palestine										جبر,  يحيى			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	الدار الأبجدية العربية	1998		Bethlehem		Palestine		00 970 2772644								الوحش, سوسن			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار "أبو سلمى"			Acre		Israel										سليمان, أحمد					
	دار الأرز للنشر والتوزيع	2004		Ramallah		Palestine		00 970 059653910													
	دار الأرض للنشر والتوزيع	2010		Ramallah		Palestine		00 970 0598619475								أبو صبح, موفق			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started. Also listed https://smartindex.ps/company/s/19230	
	دار أسامة للنشر والتوزيع	2000		Hebron		Palestine		00 970 2224303	osama-house@hotmail.com	https://www.facebook.com/pages/category/Writer/%D8%AF%D8%A7%D8%B1-%D8%A7%D8%B3%D8%A7%D9%85%D8%A9-%D9%84%D9%84%D9%86%D8%B4%D8%B1-%D9%88%D8%A7%D9%84%D8%AA%D9%88%D8%B2%D9%8A%D8%B9-%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86-588628647851480/						أبو حلتم, محمد					
	دار الاسراء			Jerusalem		Palestine															
	دار الاسراء للطباعة			Hebron		Palestine	الخليل - ش. عين سارة - بجانب البلدية												https://shobiddak.com/daleels/300		
	دار الإسراء للنشر والتوزيع	1998		Jit		Palestine		00 970 0384906								عرمان, محمد			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار الاعلام للنشر والتوزيع	1993		Nablus		Palestine	نابلس, شارع فلسطين	00 970 92387512	aalam-bs@hotmail.com	https://www.facebook.com/dar.al.aalam.nablus/						عدنان, ماهر		https://shobiddak.com/daleels/1682		FB pages states it has the widest publisher distibution in Palestine	
	دار اقرأ للنشر والتوزيع	1999		Ramallah		Palestine		00 970 2980010								البرغوثي, عبد اللطيف			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار الأقصى للنشر والتوزيع	2002		Ramallah		Palestine	شارع الرئيسي، قرب سرية رام الله, حي الطيرة	00 970 059658993								غنام, تيسير		https://kstna.com/business/dar-al-aqsa-est-for-publishing-distribution	http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار الأمل للنشر والتوزيع	1999		Jenin		Palestine		00 970 2434821								السبع, محمود			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار الأمين للنشر والتوزيع	2010		Ramallah		Palestine	طابق 1 عمارة الاسراء ، شارع الارسال, وسط البلد, رام الله	00 970 0599649769								يونس, أمين		https://kstna.com/business/dar-al-amin-bookstore-for-publication-and-distribution	http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار إنماء الطفل للنشر والتوزيع	1998		Ramallah		Palestine		00 970 2981657								يوسف, فريد			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار الأهرام للنشر والتوزيع	2005		Deir Dibwan		Palestine		00 970 2896729								حسين, ذبلان حسين			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار الايتام الإسلامية الصناعية	1921		Jerusalem		Palestine	العيزرية - بجانب مسجد المرابطين مقابل مديرية صحة القدس	00 970 22792942	info@daralaytam.ps	https://www.daralaytam.ps/						الحسيني,  محمد					
	دار باب الواد	1965		Ramallah		Palestine		00 970 298593500								جابر,  محمد			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار باب الواد	2011		Jerusalem		Palestine			info@babelwad.com	https://babelwad.com/								Set up to commmemorate martyr الحلبي, سليمان			
	دار البيادر			Jerusalem		Palestine															
	دار البيارن للنشر والتوزيع	2001		Bethlehem		Palestine		00 970 2750141								مطور, عمر			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار البيان للنشر والتوزيع			Bethlehem		Palestine													https://www.khazaaen.org/en/node/2910		
	دار بيت المقدس للنشر	1999		Nablus		Palestine		00 970 2940843								داود, إبراهيم			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started. Alternative phone number :00 970  02 2987808	
	دار بيرزيت	1995		Ramallah		Palestine										علوش, موسى			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار البيرق العربي للنشر والتوزيع	2007		Ramallah		Palestine	دوار الساعة، شارع المكتبة، بناية تفاحة, رام الله	00 970 22950521		http://www.lailnhar.com/content/%D8%AF%D8%A7%D8%B1-%D8%A7%D9%84%D8%A8%D9%8A%D8%B1%D9%82-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A-%D9%84%D9%84%D9%86%D8%B4%D8%B1-%D9%88%D8%A7%D9%84%D8%AA%D9%88%D8%B2%D9%8A%D8%B9						الهودلي, عبد الجابر	جودة, أكرم		http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار البيرق العربي للنشر والتوزيع	1998		Tulkarm		Palestine										جودة, أكرم			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار البيرق العربي للنشر والتوزيع	2007		Al-Bira		Palestine		00 970 059964001								صالح, حسين			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار البشير للنشر	1999		Ramallah		Palestine		00 970 2960140													
	دار التعاون العربي	1995		Nablus		Palestine										الجيوسي, محمد			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار الثائر للنشر والتوزيع	2004		Bethlehem		Palestine		00 970  052838106								أبو حسن, عزمي			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار الثقافة للنشر	2000		Tulkarm		Palestine		00 970 2402311								طعمة, كفاية			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار الجندي للنشر والتوزيع			Jerusalem		Palestine															
	دار الجندي للنشر	2011		Bayt Hanina		Palestine		00 970 0548059184		https://www.facebook.com/GVPalestine/						جندي, سمير			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started. Won first prize for best Arab book publisher in 2015 - https://www.raialyoum.com/index.php/%D8%AF%D8%A7%D8%B1-%D8%A7%D9%84%D8%AC%D9%86%D8%AF%D9%8A-%D9%84%D9%84%D9%86%D8%B4%D8%B1-%D9%88%D8%A7%D9%84%D8%AA%D9%88%D8%B2%D9%8A%D8%B9-%D8%A8%D8%A7%D9%84%D9%82%D8%AF%D8%B3-%D8%AA%D8%AD%D8%B5/	
	دار جيل للنشر	2008		Ramallah		Palestine		00 970 2951262											http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار خطى للنشر	2016		Gaza		Palestine	Gaza City, Al Sina'a crossing, Almotaz 3 Building.	00 970 597 888 638		https://www.facebook.com/khotabook/											
	دار الخليل			Acre		Israel										أبو دية, حسن			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار خليل الوزير للطباعة والنشر	1999		Ramallah		Palestine													http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار الدعاء للنشر والتوزيع	2004		Ad Doha		Palestine		00 970 059251150								خميس, وليد			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار راية للنشر والترجمة			Haifa		Israel	Masada Street 30, Haifa		raya.publication@gmail.com	https://www.facebook.com/pages/category/Bookstore/Dar-RayaBookstore-Cafe-Publishing-House-1038319829519081/											
	دار الريان للطباعة والنشر			Nablus		Palestine															
	دار الزاهرة			Ramallah		Palestine															
	دار الزيتون			Nablus		Palestine															
	دار السعيد للنشر والتوزيع	2000		Anata		Palestine		00 970 328470								الحلايقة, فرج			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار السلام	1998		Ramallah		Palestine		00 970 2958393													
	دار الشامل للنشر والتوزيع	2012		Nablus		Palestine		00 970 9 234 3625		https://www.facebook.com/shamel.book/											
	دار الشروق للطباعة والنشر	1979		Ramallah		Palestine	نهاية شارع مستشفى رام الله	00 970 2975632	shorokpr@palnet.com							البس, فتحي			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار الشروق للطباعة والنشر	2000		Gaza		Palestine		00 970 2952284	shorokpr@palnet.com	https://www.facebook.com/shorokpalestine/						البس, فتحي			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار الشفق للنشر والتوزيع			Jerusalem		Palestine															
	دار الشيما للنشر والتوزيع			Ramallah		Palestine													https://alkindi.ideo-cairo.org/agent/95084	Publications by this publisher listed here: https://alkindi.ideo-cairo.org/agent/work_manifestation_publication_by/95084/50	
	دار الشيما للنشر والتوزيع	2007		Beitunya		Palestine		00 970 2956423								البيشاوي, سعيد			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار الصفوة للنشر والتوزيع	2001		Gaza		Palestine		00 970 2821212								بسيسو, فؤاد			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار الصوت			Nazareth		Palestine													https://www.nli.org.il/en/books/NNL_ALEPH990018307120205171/NLI	Link from Israeli archive refers to a publication on Palestinian prison literature	
	دار العقيق	1996		Ramallah		Palestine		00 970  2955481								مزعرو , وفاء			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار عكا للنشر والتوزيع			Acre		Israel															
	دار علوش للنشر			Bir Zeit		Palestine												https://www.jec.ps/store/index.php?route=product/manufacturer/info&manufacturer_id=84			
	دار العماد للنشر والتوزيع	2012		Hebron		Palestine	فلسطين - الخليل – شارع واد التفاح الجديد - بجانب موقف دنديس	00 970 2295908	info@dar-alemad.com	http://www.dar-alemad.com/						دنديس, وائل			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار العناة للطباعة والنشر والتوزيع			Ramallah		Palestine															
	دار الغدق للنشر والتوزيع	2017		Kafr Al-Deik		Palestine	كفرالديك, سلفيت	00 970 05 98343837	daralghadaq@gmail.com	https://www.facebook.com/%D8%AF%D8%A7%D8%B1-%D8%A7%D9%84%D8%BA%D8%AF%D9%82-%D9%84%D9%84%D9%86%D8%B4%D8%B1-%D9%88%D8%A7%D9%84%D8%AA%D9%88%D8%B2%D9%8A%D8%B9-1309774505810054/									https://www.maannews.net/news/887343.html		
	دار العودة للدراسات والنشر			Jerusalem		Palestine															
	دار الفاروق للنشر	1995		Nablus		Palestine		00 970 0 377969								سماعنة, محمد			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار الفكر للنشر والتوزيع	2005		Beitunya		Palestine		00 970 059801540								جرادات, حسن			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار الفكر العربي	2001		Nablus		Palestine		00 970 2382144								صبح, محمد			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار الفنار العالمية للطباعة والنشر	1998		Bethlehem		Palestine		00 970  0612201   								عليان, عادل			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار القدس للبحث والتوثيق	2003		Ramallah		Palestine		00 970 2961050								الحاج, فخري			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار القسطل			Jerusalem		Palestine															
	دار القصبة للنوزيع	2007		Al-Bira		Palestine		00 970 2965292											http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار الكاتب			Jerusalem		Palestine												https://books.google.co.uk/books?id=IB6tDQAAQBAJ&pg=PA132&lpg=PA132&dq=%D8%AF%D8%A7%D8%B1+%D8%A7%D9%84%D9%83%D8%A7%D8%AA%D8%A8+%D8%A7%D9%84%D9%82%D8%AF%D8%B3&source=bl&ots=KE9FaeO5iN&sig=ACfU3U251jCfapMc6AjqD1fErBW8r2NzlA&hl=en&sa=X&ved=2ahUKEwiakfWki-3oAhXWi1wKHQNZDBIQ6AEwA3oECAsQKg#v=onepage&q=%D8%AF%D8%A7%D8%B1%20%D8%A7%D9%84%D9%83%D8%A7%D8%AA%D8%A8%20%D8%A7%D9%84%D9%82%D8%AF%D8%B3&f=false			
	دار الكاتب	1995		Ramallah		Palestine		00 970 2952890								الأسعد, أسعد			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار الكرمل	1996		Al-Ram		Palestine		00 970 50352558								سلامة,  أميرة			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار الكلمة للنشر والتوزيع			Ramallah		Palestine															
	دار الكلمة للنشر والتوزيع			Gaza		Palestine	الشيخ رضوان بالقرب من مطبخ مهران, غزة	00 970 598877444	dura.atef@gmail.com	https://www.facebook.com/%D8%AF%D8%A7%D8%B1-%D8%A7%D9%84%D9%83%D9%84%D9%85%D8%A9-%D9%84%D9%84%D9%86%D8%B4%D8%B1-%D9%88%D8%A7%D9%84%D8%AA%D9%88%D8%B2%D9%8A%D8%B9-597277387010318/								https://pulpit.alwatanvoice.com/articles/2020/01/09/510794.html			
	دار مالك للنشر والتوزيع	1997		Gaza		Palestine		00 970 0864750								التالوتي, عبد المالك			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار الماجد			Al-Bira		Palestine															
	دار الماجد			Ramallah		Palestine															
	دار المستقبل	1995		Hebron		Palestine		00 970 9925638											http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار المشرق			Shafa Amr		Israel															
	دار المواكب			Acre		Israel															
	دار النادر للنشر والتوزيع	1999		Ramallah		Palestine										منصور, نادر			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار الناشر	1997		Ramallah		Palestine		00 970 2986387								عبد الهادي, سعد			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار الناشر العربي	2002		Ramallah		Palestine		00 970 059868914								عبد الله, مازن			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار النسور الصاعدة	1996		Bethlehem		Palestine										الفرارجة, هشام			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار النشر العربي			Tel Aviv		Israel															
	دار النشر كفر قرع			Kafr Qara		Israel															
	دار النور للنشر والتوزيع	1999		Ramallah		Palestine		00 970 256465								عيسى, عبد المنعم					
	دار النورس	1996		Gaza		Palestine		00 970 0864607								السبعاوي, عبد الكريم			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار الهاني للطباعة والنشر	2004		Gaza		Palestine		00 970 2823030								الشوا, باسم		https://k-tb.com/publishing_house/%D8%AF%D8%A7%D8%B1-%D8%A7%D9%84%D9%87%D8%A7%D9%86%D9%8A-%D9%84%D9%84%D8%B7%D8%A8%D8%A7%D8%B9%D8%A9-%D9%88%D8%A7%D9%84%D9%86%D8%B4%D8%B1	http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار الهدى للطباعة والنشر كريم	1987		Kafr Qara		Israel		00 970 46354114		http://darelhuda.net/									Specialising in children's literature and other educational resources as well as literature.		
	دار وائل للنشر	1996		Al-Bira		Palestine		00 970 2982135								أبو غربية,   داود			http://info.wafa.ps/ar_page.aspx?id=9384	WAFA source lists data the permit was issued and to whom. May not be founder & year that the publisher started	
	دار الوسط للنشر	2009		Ramallah		Palestine		00 970 2974651													
	دار الوسط اليوم للاعلام والنشر			Ramallah		Palestine				https://www.alwasattoday.com/wasat-media-and-publishing											
	دار الوليد للنشر والتوزيع			Hebron		Palestine	فلسطين - الخليل - شارع وادي التفاح 	00 970 970 2 2299993		http://www.daralwalid.com									http://www.lailnhar.com/content/%D9%85%D9%83%D8%AA%D8%A8%D8%A9-%D8%AF%D9%86%D8%AF%D9%8A%D8%B3-%D8%A7%D9%84%D8%B9%D9%84%D9%85%D9%8A%D8%A9-%D8%AF%D8%A7%D8%B1-%D8%A7%D9%84%D9%88%D9%84%D9%8A%D8%AF-%D9%84%D9%84%D9%86%D8%B4%D8%B1-%D9%88%D8%A7%D9%84%D8%AA%D9%88%D8%B2%D9%8A%D8%B9		
